...1,Stream,Month,Site Type,Tag,Species,Mesohabitat,Stream Width,Depth,Velocity,Substrate,Substrate Feature,Surface Turbulence,Aquatic Vegetation,Large Woody Debris,Terrestrial Vegetation,Undercut Bank,Instream Cover,Canopy Cover,Longitude,Latitude,Notes,Creation Date,Data Change,Weight,Length,Capture Method,Capture Date,Release,Notes.y,ObjectID
47,Clear,June,Available,NA,NA,Pool,7.8,48,0.012,Cobble,0,0,0,0,0,0,0,No,34.53835,111.688139,"Transect, repeat coordinates",6/15/2022 19:13,NA,NA,NA,NA,NA,NA,NA,3
48,Clear,June,Available,NA,NA,Pool,7.8,60,0.1,Cobble,0,0,0,0,0,0,0,No,34.53835,111.688139,"Transect, repeat coordinates",6/15/2022 19:21,Changed to cobble,NA,NA,NA,NA,NA,NA,4
49,Clear,June,Available,NA,NA,Pool,7.8,62,0.11,Cobble,0,0,0,0,0,0,0,No,34.53835,111.688139,"Transect, repeat coordinates",6/15/2022 19:24,NA,NA,NA,NA,NA,NA,NA,5
50,Clear,June,Available,NA,NA,Pool,7.8,40,0.09,Cobble,0.2,0,0,0,0,0,0.2,No,34.53835,111.688139,"Transect, repeat coordinates",6/15/2022 19:27,NA,NA,NA,NA,NA,NA,NA,6
51,Clear,June,Available,NA,NA,Pool,7.8,29,0.08,Gravel,0.3,0,0,0,0,0,0.3,No,34.53835,111.688139,"Transect, repeat coordinates",6/15/2022 19:28,NA,NA,NA,NA,NA,NA,NA,7
52,Clear,June,Available,NA,NA,Pool,7.8,8,0,Cobble,0.2,0,0,0,0,0,0.2,Yes,34.538398,111.688869,NA,6/15/2022 19:30,NA,NA,NA,NA,NA,NA,NA,8
53,Clear,June,Available,NA,NA,Pool,7.7,>150,NA,Boulder,0,0,0,0,0,0,0,NA,34.538479,111.688713,16. 1 to 3,6/15/2022 20:07,Changed to boulder - most likely,NA,NA,NA,NA,NA,NA,14
54,Clear,June,Available,NA,NA,Pool,7.7,>150,NA,Boulder,0,0,0,0,0,0,0,NA,34.538479,111.688713,"Transect, repeat coordinates",6/15/2022 20:11,NA,NA,NA,NA,NA,NA,NA,15
55,Clear,June,Available,NA,NA,Pool,7.7,>150,NA,Boulder,0,0,0,0,0,0,0,No,34.538479,111.688713,"Transect, repeat coordinates",6/15/2022 20:12,NA,NA,NA,NA,NA,NA,NA,16
56,Clear,June,Available,NA,NA,Pool,7.7,>150,0,Boulder,0.2,0,0,0.1,0,0,0.3,No,34.538479,111.688713,"Transect, repeat coordinates",6/15/2022 20:13,NA,NA,NA,NA,NA,NA,NA,17
57,Clear,June,Available,NA,NA,Pool,7.7,90,0,Boulder,0.2,0,0,0.05,0,0,0.25,No,34.538479,111.688713,"Transect, repeat coordinates",6/15/2022 20:14,NA,NA,NA,NA,NA,NA,NA,18
58,Clear,June,Available,NA,NA,Pool,7.7,66,0,Gravel,0.25,0,0,0.1,0,0,0.35,No,34.538479,111.688713,"Transect, repeat coordinates",6/15/2022 20:16,NA,NA,NA,NA,NA,NA,NA,19
59,Clear,June,Available,NA,NA,Pool,7.7,26,0,Boulder,0.3,0,0,0.15,0,0,0.45,Yes,34.538439,111.688696,NA,6/15/2022 20:17,NA,NA,NA,NA,NA,NA,NA,20
60,Clear,June,Available,NA,NA,Riffle,3.34,48,0.16,Pebble,0.3,0,0,0,0,0,0.3,Yes,34.538471,111.688599,NA,6/15/2022 21:37,NA,NA,NA,NA,NA,NA,NA,23
61,Clear,June,Available,NA,NA,Pool,5.1,34,0.01,Gravel,0.3,0,0,0,0,0,0.3,Yes,34.53848,111.688498,NA,6/15/2022 21:42,NA,NA,NA,NA,NA,NA,NA,24
62,Clear,June,Available,NA,NA,Pool,5.1,42,0.01,Pebble,0.25,0,0,0,0,0,0.25,Yes,34.53848,111.688498,"Transect, repeat coordinates",6/15/2022 21:49,NA,NA,NA,NA,NA,NA,NA,25
23,Clear,June,Available,NA,NA,Pool,5.1,42,0.01,Pebble,0.4,0.15,0,0,0,0,0.55,No,34.53848,111.688498,"Transect, repeat coordinates",6/15/2022 21:50,NA,NA,NA,NA,NA,NA,NA,26
24,Clear,June,Available,NA,NA,Pool,5.1,40,0.4,Boulder,0.45,0,0,0,0,0,0.45,Yes,43.538572,111.686455,NA,6/15/2022 21:51,NA,NA,NA,NA,NA,NA,NA,27
25,Clear,June,Available,NA,NA,Riffle,3.5,46,0.44,Gravel,0.4,0.2,0,0,0,0,0.6,Yes,34.538426,111.688393,NA,6/15/2022 22:04,NA,NA,NA,NA,NA,NA,NA,30
26,Clear,June,Available,NA,NA,Riffle,4.8,38,0.9,Boulder,0.4,0.1,0,0,0,0,0.5,Yes,34.538375,111.688316,NA,6/15/2022 22:10,NA,NA,NA,NA,NA,NA,NA,31
27,Clear,June,Available,NA,NA,Riffle,4.8,36,0.08,Pebble,0.4,0.1,0,0,0,0,0.5,Yes,34.538375,111.688316,"Transect, repeat coordinates",6/15/2022 22:14,NA,NA,NA,NA,NA,NA,NA,32
28,Clear,June,Available,NA,NA,Riffle,4.7,42,0.21,Boulder,0.3,0,0,0,0,0,0.3,Yes,34.538513,111.688279,NA,6/15/2022 22:16,NA,NA,NA,NA,NA,NA,NA,33
29,Clear,June,Available,NA,NA,Riffle,4.15,18,0.17,Boulder,0.5,0,0,0,0,0,0.5,Yes,34.538391,111.688215,NA,6/15/2022 22:23,NA,NA,NA,NA,NA,NA,NA,36
30,Clear,June,Available,NA,NA,Pool,4.7,40,0.08,Gravel,0.2,0,0,0,0,0,0.2,Yes,34.538391,111.688215,"Transect, repeat coordinates",6/15/2022 22:30,NA,NA,NA,NA,NA,NA,NA,37
31,Clear,June,Available,NA,NA,Pool,4.7,44,0.17,Gravel,0.25,0,0,0,0,0,0.25,Yes,34.53835,111.688099,NA,6/15/2022 22:31,NA,NA,NA,NA,NA,NA,NA,38
349,Clear,June,Available,NA,NA,Pool,4.36,58,0.29,Cobble,0.4,0,0,0,0,0,0.4,Yes,34.538346,111.688117,Flag with no washer,6/15/2022 22:33,"sheet Changed to available- no washer number, note says 'flag no washer'",NA,NA,NA,NA,NA,NA,39
32,Clear,June,Available,NA,NA,Riffle,3.9,30,0.13,Boulder,0.4,0.1,0,0,0,0,0.5,Yes,34.538353,111.688099,NA,6/15/2022 22:51,NA,NA,NA,NA,NA,NA,NA,41
33,Clear,June,Available,NA,NA,Riffle,3.9,26,0.79,Cobble,0.2,0.05,0,0,0.3,0,0.55,Yes,34.538356,111.688096,NA,6/15/2022 22:52,NA,NA,NA,NA,NA,NA,NA,42
34,Clear,June,Available,NA,NA,Riffle,3.6,22,0.33,Cobble,0.4,0,0,0,0,0,0.4,Yes,34.538274,111.68802,NA,6/15/2022 22:56,NA,NA,NA,NA,NA,NA,NA,43
35,Clear,June,Available,NA,NA,Pool,7.5,2,0,Boulder,0.15,0,0,0,0,0,0.15,Yes,34.53812,111.688189,NA,6/15/2022 23:01,NA,NA,NA,NA,NA,NA,NA,44
36,Clear,June,Available,NA,NA,Pool,7.5,18,0,Pebble,0.1,0,0,0,0,0,0.1,Yes,34.53812,111.688189,"Transect, repeat coordinates",6/15/2022 23:09,NA,NA,NA,NA,NA,NA,NA,45
37,Clear,June,Available,NA,NA,Pool,7.5,24,0,Gravel,0.1,0,0,0,0,0,0.1,No,34.53812,111.688189,"Transect, repeat coordinates",6/15/2022 23:11,NA,NA,NA,NA,NA,NA,NA,46
38,Clear,June,Available,NA,NA,Pool,7.5,20,0,Cobble,0.1,0,0,0,0,0,0.1,No,34.53812,111.688189,"Transect, repeat coordinates",6/15/2022 23:11,NA,NA,NA,NA,NA,NA,NA,47
39,Clear,June,Available,NA,NA,Pool,7.5,16,0,Cobble,0.1,0,0,0,0,0,0.1,Yes,34.53812,111.688189,"Transect, repeat coordinates",6/15/2022 23:12,NA,NA,NA,NA,NA,NA,NA,48
40,Clear,June,Available,NA,NA,Pool,7.5,16,0,Pebble,0.15,0,0,0.05,0,0,0.2,Yes,34.53812,111.688189,"Transect, repeat coordinates",6/15/2022 23:12,NA,NA,NA,NA,NA,NA,NA,49
41,Clear,June,Available,NA,NA,Pool,7.5,22,0,Cobble,0.3,0,0,0.15,0,0,0.45,Yes,34.53818,111.688193,NA,6/15/2022 23:13,NA,NA,NA,NA,NA,NA,NA,50
42,Clear,June,Available,NA,NA,Pool,10.2,24,0,Boulder,0.5,0,0,0,0,0,0.5,No,34.538168,111.688132,NA,6/15/2022 23:17,NA,NA,NA,NA,NA,NA,NA,52
43,Clear,June,Available,NA,NA,Pool,12.7,36,0,Silt,0,0,0,0,0,0,0,Yes,34.538276,111.688053,NA,6/16/2022 16:51,NA,NA,NA,NA,NA,NA,NA,57
44,Clear,June,Available,NA,NA,Pool,12.7,82,0,Sand,0,0,0,0,0,0,0,No,34.538276,111.688053,"Transect, repeat coordinates",6/16/2022 16:54,NA,NA,NA,NA,NA,NA,NA,58
85,Clear,June,Available,NA,NA,Pool,12.7,95,0,Gravel,0,0,0,0,0,0,0,No,34.538276,111.688053,"Transect, repeat coordinates",6/16/2022 16:57,NA,NA,NA,NA,NA,NA,NA,59
86,Clear,June,Available,NA,NA,Pool,12.7,93,0,Gravel,0.1,0,0,0,0,0,0.1,No,34.538276,111.688053,"Transect, repeat coordinates",6/16/2022 16:58,NA,NA,NA,NA,NA,NA,NA,60
87,Clear,June,Available,NA,NA,Pool,12.7,102,0,Pebble,0,0,0,0,0,0,0,No,34.538276,111.688053,"Transect, repeat coordinates",6/16/2022 16:59,NA,NA,NA,NA,NA,NA,NA,61
88,Clear,June,Available,NA,NA,Pool,12.7,105,0,Gravel,0,0,0,0,0,0,0,No,34.538276,111.688053,"Transect, repeat coordinates",6/16/2022 17:00,NA,NA,NA,NA,NA,NA,NA,62
89,Clear,June,Available,NA,NA,Pool,12.7,107,0,Pebble,0,0,0,0,0,0,0,No,34.538276,111.688053,"Transect, repeat coordinates",6/16/2022 17:01,NA,NA,NA,NA,NA,NA,NA,63
90,Clear,June,Available,NA,NA,Pool,12.7,98,0,Sand,0,0,0,0.1,0,0,0.1,No,34.538276,111.688053,"Transect, repeat coordinates",6/16/2022 17:02,NA,NA,NA,NA,NA,NA,NA,64
91,Clear,June,Available,NA,NA,Pool,12.7,90,0,Pebble,0.1,0,0,0.1,0,0,0.2,No,34.538276,111.688053,"Transect, repeat coordinates",6/16/2022 17:03,NA,NA,NA,NA,NA,NA,NA,65
92,Clear,June,Available,NA,NA,Pool,12.7,70,0,Sand,0.1,0,0,0.1,0,0,0.2,No,34.538276,111.688053,"Transect, repeat coordinates",6/16/2022 17:04,NA,NA,NA,NA,NA,NA,NA,66
93,Clear,June,Available,NA,NA,Pool,12.7,52,0,Cobble,0.1,0,0,0,0,0,0.1,No,34.538276,111.688053,"Transect, repeat coordinates",6/16/2022 17:05,NA,NA,NA,NA,NA,NA,NA,67
94,Clear,June,Available,NA,NA,Pool,12.7,36,0,Cobble,0.3,0,0,0,0,0,0.3,No,34.538173,111.688033,NA,6/16/2022 17:06,NA,NA,NA,NA,NA,NA,NA,68
95,Clear,June,Available,NA,NA,Pool,14.295,136,0,Bedrock,0,0,0,0,0,0,0,No,34.538172,111.687909,NA,6/16/2022 17:33,NA,NA,NA,NA,NA,NA,NA,73
96,Clear,June,Available,NA,NA,Pool,14.47,50,0,Bedrock,0,0,0,0.1,0.7,0,0.8,Yes,34.538103,111.687853,NA,6/16/2022 17:39,NA,NA,NA,NA,NA,NA,NA,74
97,Clear,June,Available,NA,NA,Pool,14.4,98,0,Bedrock,0,0,0,0.2,0,0,0.2,Yes,34.538103,111.687853,"Transect, repeat coordinates",6/16/2022 17:42,NA,NA,NA,NA,NA,NA,NA,75
98,Clear,June,Available,NA,NA,Pool,14.4,140,0,Bedrock,0,0,0,0,0,0,0,Yes,34.538103,111.687853,"Transect, repeat coordinates",6/16/2022 17:43,NA,NA,NA,NA,NA,NA,NA,76
99,Clear,June,Available,NA,NA,Pool,14.4,>150,0,Bedrock,0,0,0,0.6,0,0,0.6,Yes,34.538103,111.687853,"Transect, repeat coordinates",6/16/2022 17:44,NA,NA,NA,NA,NA,NA,NA,77
100,Clear,June,Available,NA,NA,Pool,14.4,>150,0,Bedrock,0,0,0,0.6,0,0,0.6,Yes,34.538103,111.687853,"Transect, repeat coordinates",6/16/2022 17:46,NA,NA,NA,NA,NA,NA,NA,78
101,Clear,June,Available,NA,NA,Pool,14.4,>150,0,Bedrock,0,0,0,0,0,0,0,No,34.538103,111.687853,"Transect, repeat coordinates",6/16/2022 17:47,NA,NA,NA,NA,NA,NA,NA,79
102,Clear,June,Available,NA,NA,Pool,14.4,>150,0,Gravel,0,0,0,0,0,0,0,No,34.538103,111.687853,"Transect, repeat coordinates",6/16/2022 17:48,NA,NA,NA,NA,NA,NA,NA,80
63,Clear,June,Available,NA,NA,Pool,14.4,>150,0,Gravel,0,0,0,0,0,0,0,No,34.538103,111.687853,"Transect, repeat coordinates",6/16/2022 17:48,NA,NA,NA,NA,NA,NA,NA,81
64,Clear,June,Available,NA,NA,Pool,14.4,>150,0,Gravel,0,0,0,0,0,0,0,NA,34.538103,111.687853,"Transect, repeat coordinates",6/16/2022 17:49,NA,NA,NA,NA,NA,NA,NA,82
65,Clear,June,Available,NA,NA,Pool,14.4,>150,0,Gravel,0,0,0,0.4,0,0,0.4,No,34.538103,111.687853,"Transect, repeat coordinates",6/16/2022 17:50,NA,NA,NA,NA,NA,NA,NA,83
66,Clear,June,Available,NA,NA,Pool,14.4,>150,0,Gravel,0,0,0,0,0,0,0,Yes,34.538103,111.687853,"Transect, repeat coordinates",6/16/2022 17:50,NA,NA,NA,NA,NA,NA,NA,84
67,Clear,June,Available,NA,NA,Pool,14.4,>150,0,Gravel,0,0,0,0,0,0,0,Yes,34.538103,111.687853,"Transect, repeat coordinates",6/16/2022 17:51,NA,NA,NA,NA,NA,NA,NA,85
68,Clear,June,Available,NA,NA,Pool,14.4,148,0,Gravel,0,0,0,0,0,0,0,Yes,34.538103,111.687853,"Transect, repeat coordinates",6/16/2022 17:52,NA,NA,NA,NA,NA,NA,NA,86
69,Clear,June,Available,NA,NA,Pool,14.4,140,0,Silt,0,0,0,0.6,0,0,0.6,Yes,34.538103,111.687853,"Transect, repeat coordinates",6/16/2022 17:52,NA,NA,NA,NA,NA,NA,NA,87
70,Clear,June,Available,NA,NA,Pool,14.4,130,0,Silt,0,0,0,0.4,0,0,0.4,Yes,34.538227,111.687884,NA,6/16/2022 17:54,NA,NA,NA,NA,NA,NA,NA,88
350,Clear,June,Available,NA,NA,Pool,820,>150,0,Boulder,0.1,0,0,0,0,0,0.1,No,34.538206,111.687849,"Post field note- width not 820, likely around 15",6/16/2022 18:13,NA,NA,NA,NA,NA,NA,NA,90
71,Clear,June,Available,NA,NA,Pool,15.2,>150,0,Silt,0,0,0,0,0,0,0,No,34.538196,111.687822,NA,6/16/2022 18:27,NA,NA,NA,NA,NA,NA,NA,93
72,Clear,June,Available,NA,NA,Pool,16.5,40,0,Silt,0,0,0,0.15,0,0,0.15,Yes,34.538237,111.687735,NA,6/16/2022 18:31,NA,NA,NA,NA,NA,NA,NA,94
73,Clear,June,Available,NA,NA,Pool,16.5,96,0,Silt,0,0,0,0.1,0,0,0.1,Yes,34.538237,111.687735,"Transect, repeat coordinates",6/16/2022 18:37,NA,NA,NA,NA,NA,NA,NA,95
74,Clear,June,Available,NA,NA,Pool,16.5,121,0,Silt,0,0,0,0.5,0,0,0.5,No,34.538237,111.687735,"Transect, repeat coordinates",6/16/2022 18:39,NA,NA,NA,NA,NA,NA,NA,96
75,Clear,June,Available,NA,NA,Pool,16.5,130,0,Silt,0,0,0,0.7,0,0,0.7,No,34.538237,111.687735,"Transect, repeat coordinates",6/16/2022 18:39,NA,NA,NA,NA,NA,NA,NA,97
76,Clear,June,Available,NA,NA,Pool,16.5,134,0,Silt,0,0,0,0.4,0,0,0.4,No,34.538237,111.687735,"Transect, repeat coordinates",6/16/2022 18:40,NA,NA,NA,NA,NA,NA,NA,98
77,Clear,June,Available,NA,NA,Pool,16.5,138,0,Sand,0,0,0,0.3,0,0,0.3,No,34.538237,111.687735,"Transect, repeat coordinates",6/16/2022 18:45,NA,NA,NA,NA,NA,NA,NA,100
78,Clear,June,Available,NA,NA,Pool,16.5,140,0,Sand,0,0,0,0,0,0,0,No,34.538237,111.687735,"Transect, repeat coordinates",6/16/2022 18:46,NA,NA,NA,NA,NA,NA,NA,101
79,Clear,June,Available,NA,NA,Pool,16.5,137,0,Gravel,0,0,0,0.05,0,0,0.05,No,34.538237,111.687735,"Transect, repeat coordinates",6/16/2022 18:47,NA,NA,NA,NA,NA,NA,NA,102
80,Clear,June,Available,NA,NA,Pool,16.5,128,0,Bedrock,0,0,0,0.05,0,0,0.05,No,34.538237,111.687735,"Transect, repeat coordinates",6/16/2022 18:48,NA,NA,NA,NA,NA,NA,NA,103
81,Clear,June,Available,NA,NA,Pool,16.5,104,0,Boulder,0,0,0,0,0,0,0,No,34.538237,111.687735,"Transect, repeat coordinates",6/16/2022 18:50,NA,NA,NA,NA,NA,NA,NA,104
82,Clear,June,Available,NA,NA,Pool,16.5,100,0,Boulder,0,0,0,0,0,0,0,No,34.538237,111.687735,"Transect, repeat coordinates",6/16/2022 18:51,NA,NA,NA,NA,NA,NA,NA,105
83,Clear,June,Available,NA,NA,Pool,16.5,70,0,Boulder,0,0,0,0,0,0,0,No,34.538237,111.687735,"Transect, repeat coordinates",6/16/2022 18:51,NA,NA,NA,NA,NA,NA,NA,106
84,Clear,June,Available,NA,NA,Pool,16.5,50,0,Boulder,0,0,0,0,0.05,0,0.05,NA,34.538237,111.687735,"Transect, repeat coordinates",6/16/2022 18:52,NA,NA,NA,NA,NA,NA,NA,107
125,Clear,June,Available,NA,NA,Pool,16.5,46,0,Boulder,0,0,0,0,0.6,0,0.6,No,34.538119,111.687713,NA,6/16/2022 18:53,NA,NA,NA,NA,NA,NA,NA,108
11,Clear,June,Occupied,173,Black Bass,Pool,17.9,115,NA,Silt,0,0,0,0.3,0.2,0,0.5,No,34.952965,111.486079,"""washer lost"" in washer number",6/16/2022 20:06,"'Washer lost' marked as number, first tag number marked was 173 (based off telem notes) but there is no 173 record. No other tag records before this chronologically. Marking as occupied by 173",75,186,Backpack Shocker,11/28/2022,2nd Pool to Almost Crossing,NA,111
126,Clear,June,Available,NA,NA,Pool,16.63,90,0,Bedrock,0,0,0,0,0,0,0,No,34.593956,111.486079,NA,6/16/2022 20:25,NA,NA,NA,NA,NA,NA,NA,114
127,Clear,June,Available,NA,NA,Pool,17,50,0,Silt,0,0,0,0.6,0.3,0,0.9,Yes,34.538241,111.68752,NA,6/16/2022 20:47,NA,NA,NA,NA,NA,NA,NA,119
128,Clear,June,Available,NA,NA,Pool,17,109,0,Silt,0,0,0,0,0.6,0,0.6,Yes,34.538241,111.68752,"Transect, repeat coordinates",6/16/2022 20:51,NA,NA,NA,NA,NA,NA,NA,120
129,Clear,June,Available,NA,NA,Pool,17,124,0,Silt,0,0,0,0.6,0.3,0,0.9,Yes,34.538241,111.68752,"Transect, repeat coordinates",6/16/2022 20:52,NA,NA,NA,NA,NA,NA,NA,121
130,Clear,June,Available,NA,NA,Pool,17,120,0,Silt,0,0,0,0.7,0,0,0.7,Yes,34.538241,111.68752,"Transect, repeat coordinates",6/16/2022 20:53,NA,NA,NA,NA,NA,NA,NA,122
131,Clear,June,Available,NA,NA,Pool,17,130,0,Gravel,0,0,0,0.6,0,0,0.6,Yes,34.538241,111.68752,"Transect, repeat coordinates",6/16/2022 20:55,NA,NA,NA,NA,NA,NA,NA,123
132,Clear,June,Available,NA,NA,Pool,17,146,0,Gravel,0,0,0,0.4,0,0,0.4,No,34.538241,111.68752,"Transect, repeat coordinates",6/16/2022 20:56,NA,NA,NA,NA,NA,NA,NA,124
133,Clear,June,Available,NA,NA,Pool,17,>150,0,Gravel,0,0,0,0.2,0,0,0.2,No,34.538241,111.68752,"Transect, repeat coordinates",6/16/2022 20:57,NA,NA,NA,NA,NA,NA,NA,125
134,Clear,June,Available,NA,NA,Pool,17,139,0,Bedrock,0,0,0,0,0,0,0,No,34.538241,111.68752,"Transect, repeat coordinates",6/16/2022 20:58,NA,NA,NA,NA,NA,NA,NA,126
135,Clear,June,Available,NA,NA,Pool,17,124,0,Boulder,0,0,0,0,0,0,0,No,34.538241,111.68752,"Transect, repeat coordinates",6/16/2022 20:59,NA,NA,NA,NA,NA,NA,NA,127
136,Clear,June,Available,NA,NA,Pool,17,100,0,Bedrock,0,0,0,0,0,0,0,No,34.538241,111.68752,"Transect, repeat coordinates",6/16/2022 20:59,NA,NA,NA,NA,NA,NA,NA,128
137,Clear,June,Available,NA,NA,Pool,17,87,0,Bedrock,0,0,0,0,0,0,0,No,34.538241,111.68752,"Transect, repeat coordinates",6/16/2022 21:00,NA,NA,NA,NA,NA,NA,NA,129
138,Clear,June,Available,NA,NA,Pool,17,81,0,Bedrock,0,0,0,0,0,0,0,No,34.538241,111.68752,"Transect, repeat coordinates",6/16/2022 21:01,NA,NA,NA,NA,NA,NA,NA,130
139,Clear,June,Available,NA,NA,Pool,17,71,0,Bedrock,0.05,0,0,0,0,0,0.05,No,34.538241,111.68752,"Transect, repeat coordinates",6/16/2022 21:01,NA,NA,NA,NA,NA,NA,NA,131
140,Clear,June,Available,NA,NA,Pool,17,46,0,Bedrock,0,0,0,0,0,0,0,No,34.538241,111.68752,"Transect, repeat coordinates",6/16/2022 21:02,NA,NA,NA,NA,NA,NA,NA,132
141,Clear,June,Available,NA,NA,Pool,17,28,0,Bedrock,0.05,0,0,0,0,0,0.05,No,34.538241,111.68752,"Transect, repeat coordinates",6/16/2022 21:02,NA,NA,NA,NA,NA,NA,NA,133
142,Clear,June,Available,NA,NA,Pool,17,33,0,Boulder,0.15,0,0,0,0,0,0.15,No,34.538151,111.687562,NA,6/16/2022 21:03,NA,NA,NA,NA,NA,NA,NA,134
103,Clear,June,Available,NA,NA,Pool,16.604,146,NA,Boulder,0.05,0,0,0.6,0,0,0.65,Yes,34.538182,111.687442,NA,6/16/2022 21:17,NA,NA,NA,NA,NA,NA,NA,137
104,Clear,June,Available,NA,NA,Pool,11.4,>150,NA,Silt,0,0,0,0.9,0.1,0,1,Yes,34.538192,111.687353,NA,6/16/2022 21:27,NA,NA,NA,NA,NA,NA,NA,140
105,Clear,June,Available,NA,NA,Pool,11.4,NA,NA,Bedrock,0.3,0,0,0,0,0,0.3,Yes,34.538192,111.687353,"Transect, repeat coordinates",6/16/2022 21:32,NA,NA,NA,NA,NA,NA,NA,141
106,Clear,June,Available,NA,NA,Pool,11.4,NA,NA,Bedrock,0,0,0,0,0,0,0,No,34.538192,111.687353,"Transect, repeat coordinates",6/16/2022 21:32,NA,NA,NA,NA,NA,NA,NA,142
107,Clear,June,Available,NA,NA,Pool,11.4,77,0,Boulder,0,0,0,0,0,0,0,Yes,34.538192,111.687353,"Transect, repeat coordinates",6/16/2022 21:33,NA,NA,NA,NA,NA,NA,NA,143
108,Clear,June,Available,NA,NA,Pool,11.4,87,NA,Bedrock,0.05,0,0,0,0,0,0.05,No,34.538192,111.687353,"Transect, repeat coordinates",6/16/2022 21:36,NA,NA,NA,NA,NA,NA,NA,145
109,Clear,June,Available,NA,NA,Pool,11.4,50,NA,Bedrock,0,0,0,0,0,0,0,No,34.538192,111.687353,"Transect, repeat coordinates",6/16/2022 21:37,NA,NA,NA,NA,NA,NA,NA,146
110,Clear,June,Available,NA,NA,Pool,11.4,25,NA,Bedrock,0,0,0,0,0,0,0,No,34.538192,111.687353,"Transect, repeat coordinates",6/16/2022 21:38,NA,NA,NA,NA,NA,NA,NA,147
111,Clear,June,Available,NA,NA,Pool,11.4,24,NA,Bedrock,0,0,0,0,0,0,0,No,34.538124,111.687358,NA,6/16/2022 21:38,NA,NA,NA,NA,NA,NA,NA,148
112,Clear,June,Available,NA,NA,Pool,11.506,126,NA,Silt,0,0,0,0.2,0.1,0,0.3,Yes,34.538153,111.687251,NA,6/16/2022 21:42,NA,NA,NA,NA,NA,NA,NA,150
351,Clear,June,Available,NA,NA,Pool,13.469,>150,0,Gravel,0,0,0,0,0.2,0,0.2,Yes,34.528055,111.687128,NA,6/16/2022 22:15,"Changed to Available, gravel",NA,NA,NA,NA,NA,NA,154
113,Clear,June,Available,NA,NA,Pool,14.2,76,0,Silt,0,0,0,0.05,0.75,0,0.8,Yes,34.538123,111.587133,NA,6/16/2022 22:22,"Changed Riffle,Pool to Pool based on surrounding hab",NA,NA,NA,NA,NA,NA,156
114,Clear,June,Available,NA,NA,Pool,14.2,72,0,Silt,0,0,0,0.1,0.3,0,0.4,Yes,34.538123,111.587133,"Transect, repeat coordinates",6/16/2022 22:25,NA,NA,NA,NA,NA,NA,NA,157
115,Clear,June,Available,NA,NA,Pool,14.2,88,0,Silt,0,0,0,0.4,0.1,0,0.5,Yes,34.538123,111.587133,"Transect, repeat coordinates",6/16/2022 22:27,NA,NA,NA,NA,NA,NA,NA,158
116,Clear,June,Available,NA,NA,Pool,14.2,106,0,Silt,0,0,0,0.2,0,0,0.2,Yes,34.538123,111.587133,"Transect, repeat coordinates",6/16/2022 22:28,NA,NA,NA,NA,NA,NA,NA,159
117,Clear,June,Available,NA,NA,Pool,14.2,132,0,Silt,0,0,0,0.1,0,0,0.1,Yes,34.538123,111.587133,"Transect, repeat coordinates",6/16/2022 22:29,NA,NA,NA,NA,NA,NA,NA,160
118,Clear,June,Available,NA,NA,Pool,14.2,>150,0,Gravel,0,0,0,0.05,0,0,0.05,No,34.538123,111.587133,"Transect, repeat coordinates",6/16/2022 22:30,NA,NA,NA,NA,NA,NA,NA,161
119,Clear,June,Available,NA,NA,Pool,14.2,>150,0,Boulder,0,0,0,0,0,0,0,Yes,34.538123,111.587133,"Transect, repeat coordinates",6/16/2022 22:30,NA,NA,NA,NA,NA,NA,NA,162
120,Clear,June,Available,NA,NA,Pool,14.2,>150,0,Boulder,0,0,0,0,0,0,0,NA,34.538123,111.587133,"Transect, repeat coordinates",6/16/2022 22:31,NA,NA,NA,NA,NA,NA,NA,163
121,Clear,June,Available,NA,NA,Pool,14.2,138,0,Bedrock,0.1,0,0,0,0,0,0.1,No,34.538123,111.587133,"Transect, repeat coordinates",6/16/2022 22:32,NA,NA,NA,NA,NA,NA,NA,164
122,Clear,June,Available,NA,NA,Pool,14.2,118,0,Bedrock,0.1,0,0,0,0,0,0.1,No,34.538123,111.587133,"Transect, repeat coordinates",6/16/2022 22:33,NA,NA,NA,NA,NA,NA,NA,165
123,Clear,June,Available,NA,NA,Pool,14.2,134,0,Bedrock,0.3,0,0,0,0,0,0.3,No,34.538123,111.587133,"Transect, repeat coordinates",6/16/2022 22:34,NA,NA,NA,NA,NA,NA,NA,166
124,Clear,June,Available,NA,NA,Pool,14.2,120,0,Boulder,0.5,0,0,0,0,0,0.5,Yes,34.538049,111.687169,NA,6/16/2022 22:34,"Changed Riffle,Pool to Pool based on surrounding hab",NA,NA,NA,NA,NA,NA,167
165,Clear,June,Available,NA,NA,Pool,12.821,103,0,Sand,0,0,0,0.8,0,0,0.8,Yes,34.538095,111.687051,NA,6/16/2022 22:41,NA,NA,NA,NA,NA,NA,NA,168
166,Clear,June,Available,NA,NA,Pool,12.8,23,NA,Cobble,0,0,0,0,0.4,0,0.4,Yes,34.538083,111.686947,NA,6/16/2022 22:52,NA,NA,NA,NA,NA,NA,NA,172
167,Clear,June,Available,NA,NA,Pool,12.8,83,NA,Silt,0,0,0,0.05,0,0,0.05,No,34.538083,111.686947,"Transect, repeat coordinates",6/16/2022 22:58,NA,NA,NA,NA,NA,NA,NA,173
